Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Harry;Expecto Patronum.;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Lupin;Very good.;['very', 'good'];['very', 'good'];['good']
Harry;Shall we? Wand at the ready.;['shall', 'we', 'wand', 'at', 'the', 'ready'];['shall', 'we', 'wand', 'at', 'the', 'ready'];['shall', 'wand', 'ready']
Harry;Expecto Patronum!;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Harry;Expecto... Expecto...Expect...;['expecto', 'expecto', 'expect'];['expecto', 'expecto', 'expect'];['expecto', 'expecto', 'expect']
Lupin;Here we go. Come on.;['here', 'we', 'go', 'come', 'on'];['here', 'we', 'go', 'come', 'on'];[]
Lupin;Sit up. Deep breaths.;['sit', 'up', 'deep', 'breaths'];['sit', 'up', 'deep', 'breath'];['sit', 'deep', 'breath']
Lupin;It's all right. I didn't expect you to do it the first time.;['it', 'all', 'right', 'i', 'did', 'expect', 'you', 'to', 'do', 'it', 'the', 'first', 'time'];['it', 'all', 'right', 'i', 'did', 'expect', 'you', 'to', 'do', 'it', 'the', 'first', 'time'];['right', 'expect', 'first', 'time']
Lupin;That would have been remarkable.;['that', 'would', 'have', 'been', 'remarkable'];['that', 'would', 'have', 'been', 'remarkable'];['would', 'remarkable']
Lupin;Here, eat this. You'll feel better.;['here', 'eat', 'this', 'you', 'feel', 'better'];['here', 'eat', 'this', 'you', 'feel', 'better'];['eat', 'feel', 'better']
Harry;That's one nasty dementor.;['that', 'one', 'nasty', 'dementor'];['that', 'one', 'nasty', 'dementor'];['one', 'nasty', 'dementor']
Lupin;Oh, no, no, no.;['oh', 'no', 'no', 'no'];['oh', 'no', 'no', 'no'];['oh']
Lupin;That was a boggart, Harry. A boggart.;['that', 'was', 'a', 'boggart', 'harry', 'a', 'boggart'];['that', 'wa', 'a', 'boggart', 'harry', 'a', 'boggart'];['boggart', 'harry', 'boggart']
Lupin;The real thing would be worse.;['the', 'real', 'thing', 'would', 'be', 'worse'];['the', 'real', 'thing', 'would', 'be', 'worse'];['real', 'thing', 'would', 'worse']
Lupin;Much, much worse.;['much', 'much', 'worse'];['much', 'much', 'worse'];['much', 'much', 'worse']
Lupin;As a matter of interest, what were you thinking?;['as', 'a', 'matter', 'of', 'interest', 'what', 'were', 'you', 'thinking'];['a', 'a', 'matter', 'of', 'interest', 'what', 'were', 'you', 'thinking'];['matter', 'interest', 'thinking']
Lupin;Which memory did you choose?;['which', 'memory', 'did', 'you', 'choose'];['which', 'memory', 'did', 'you', 'choose'];['memory', 'choose']
Harry;The first time I rode a broom.;['the', 'first', 'time', 'i', 'rode', 'a', 'broom'];['the', 'first', 'time', 'i', 'rode', 'a', 'broom'];['first', 'time', 'rode', 'broom']
Lupin;That's not good enough.;['that', 'not', 'good', 'enough'];['that', 'not', 'good', 'enough'];['good', 'enough']
Lupin;Not nearly good enough.;['not', 'nearly', 'good', 'enough'];['not', 'nearly', 'good', 'enough'];['nearly', 'good', 'enough']
Harry;There's another.;['there', 'another'];['there', 'another'];['another']
Harry;It's not happy, exactly.;['it', 'not', 'happy', 'exactly'];['it', 'not', 'happy', 'exactly'];['happy', 'exactly']
Harry;Well, it is.;['well', 'it', 'is'];['well', 'it', 'is'];['well']
Harry;It's the happiest I've ever felt but it's complicated.;['it', 'the', 'happiest', 'i', 'ever', 'felt', 'but', 'it', 'complicated'];['it', 'the', 'happiest', 'i', 'ever', 'felt', 'but', 'it', 'complicated'];['happiest', 'ever', 'felt', 'complicated']
Lupin;Is it strong?;['is', 'it', 'strong'];['is', 'it', 'strong'];['strong']
Lupin;Then let's give it a try. You feel ready?;['then', 'let', 'give', 'it', 'a', 'try', 'you', 'feel', 'ready'];['then', 'let', 'give', 'it', 'a', 'try', 'you', 'feel', 'ready'];['let', 'give', 'try', 'feel', 'ready']
Harry;Just do it.;['just', 'do', 'it'];['just', 'do', 'it'];[]
Harry;Expecto Patronum!;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Harry;Expecto Patronum!;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Lupin;Yes! Well done, Harry. Well done!;['yes', 'well', 'done', 'harry', 'well', 'done'];['yes', 'well', 'done', 'harry', 'well', 'done'];['well', 'done', 'harry', 'well', 'done']
Harry;I think I've had enough for today.;['i', 'think', 'i', 'had', 'enough', 'for', 'today'];['i', 'think', 'i', 'had', 'enough', 'for', 'today'];['think', 'enough', 'today']
Lupin;Yes. Sit down. Here.;['yes', 'sit', 'down', 'here'];['yes', 'sit', 'down', 'here'];['sit']
Lupin;Eat this, it helps. It really helps.;['eat', 'this', 'it', 'helps', 'it', 'really', 'helps'];['eat', 'this', 'it', 'help', 'it', 'really', 'help'];['eat', 'help', 'really', 'help']
Lupin;And just so you know, Harry I think you'd have given your father a run for his money.;['and', 'just', 'so', 'you', 'know', 'harry', 'i', 'think', 'you', 'have', 'given', 'your', 'father', 'a', 'run', 'for', 'his', 'money'];['and', 'just', 'so', 'you', 'know', 'harry', 'i', 'think', 'you', 'have', 'given', 'your', 'father', 'a', 'run', 'for', 'his', 'money'];['harry', 'think', 'given', 'father', 'run', 'money']
Lupin;And that is saying something.;['and', 'that', 'is', 'saying', 'something'];['and', 'that', 'is', 'saying', 'something'];['saying', 'something']
Harry;I was thinking of him. And Mum.;['i', 'was', 'thinking', 'of', 'him', 'and', 'mum'];['i', 'wa', 'thinking', 'of', 'him', 'and', 'mum'];['thinking', 'mum']
Harry;Seeing their faces.;['seeing', 'their', 'faces'];['seeing', 'their', 'face'];['seeing', 'face']
Harry;They were talking to me.;['they', 'were', 'talking', 'to', 'me'];['they', 'were', 'talking', 'to', 'me'];['talking']
Harry;Just talking.;['just', 'talking'];['just', 'talking'];['talking']
Harry;That's the memory I chose.;['that', 'the', 'memory', 'i', 'chose'];['that', 'the', 'memory', 'i', 'chose'];['memory', 'chose']
Harry;I don't even know if it's real.;['i', 'do', 'even', 'know', 'if', 'it', 'real'];['i', 'do', 'even', 'know', 'if', 'it', 'real'];['even', 'real']
Harry;But it's the best I have.;['but', 'it', 'the', 'best', 'i', 'have'];['but', 'it', 'the', 'best', 'i', 'have'];['best']
Hermione;Beautiful day.;['beautiful', 'day'];['beautiful', 'day'];['beautiful', 'day']
Ron;Gorgeous.;['gorgeous'];['gorgeous'];['gorgeous']
Ron;Unless you've been ripped to pieces!;['unless', 'you', 'been', 'ripped', 'to', 'pieces'];['unless', 'you', 'been', 'ripped', 'to', 'piece'];['unless', 'ripped', 'piece']
Harry;Ripped to pieces?;['ripped', 'to', 'pieces'];['ripped', 'to', 'piece'];['ripped', 'piece']
Harry;What are you talking about?;['what', 'are', 'you', 'talking', 'about'];['what', 'are', 'you', 'talking', 'about'];['talking']
Hermione;Ronald has lost his rat.;['ronald', 'has', 'lost', 'his', 'rat'];['ronald', 'ha', 'lost', 'his', 'rat'];['ronald', 'lost', 'rat']
Ron;I haven't lost anything!;['i', 'have', 'lost', 'anything'];['i', 'have', 'lost', 'anything'];['lost', 'anything']
Ron;Your cat killed him!;['your', 'cat', 'killed', 'him'];['your', 'cat', 'killed', 'him'];['cat', 'killed']
Hermione;Rubbish.;['rubbish'];['rubbish'];['rubbish']
Ron;Harry, you've seen the way that bloodthirsty beast of hers is always lurking about.;['harry', 'you', 'seen', 'the', 'way', 'that', 'bloodthirsty', 'beast', 'of', 'hers', 'is', 'always', 'lurking', 'about'];['harry', 'you', 'seen', 'the', 'way', 'that', 'bloodthirsty', 'beast', 'of', 'hers', 'is', 'always', 'lurking', 'about'];['harry', 'seen', 'way', 'bloodthirsty', 'beast', 'always', 'lurking']
Ron;And Scabbers is gone.;['and', 'scabbers', 'is', 'gone'];['and', 'scabbers', 'is', 'gone'];['scabbers', 'gone']
Hermione;Well, maybe you should learn to take better care of your pets!;['well', 'maybe', 'you', 'should', 'learn', 'to', 'take', 'better', 'care', 'of', 'your', 'pets'];['well', 'maybe', 'you', 'should', 'learn', 'to', 'take', 'better', 'care', 'of', 'your', 'pet'];['well', 'maybe', 'learn', 'take', 'better', 'care', 'pet']
Ron;Your cat killed him!;['your', 'cat', 'killed', 'him'];['your', 'cat', 'killed', 'him'];['cat', 'killed']
Hermione;Did not.;['did', 'not'];['did', 'not'];[]
Ron;Did.;['did'];['did'];[]
Hermione;Didn't.;['did'];['did'];[]
Hermione;How did it go, Hagrid? The hearing?;['how', 'did', 'it', 'go', 'hagrid', 'the', 'hearing'];['how', 'did', 'it', 'go', 'hagrid', 'the', 'hearing'];['hagrid', 'hearing']
Hagrid;Well, first off, the committee members took turns talking about why we were there.;['well', 'first', 'off', 'the', 'committee', 'members', 'took', 'turns', 'talking', 'about', 'why', 'we', 'were', 'there'];['well', 'first', 'off', 'the', 'committee', 'member', 'took', 'turn', 'talking', 'about', 'why', 'we', 'were', 'there'];['well', 'first', 'committee', 'member', 'took', 'turn', 'talking']
Hagrid;I got up and did my piece.;['i', 'got', 'up', 'and', 'did', 'my', 'piece'];['i', 'got', 'up', 'and', 'did', 'my', 'piece'];['piece']
Hagrid;Said how Buckbeak was a good hippogriff, always cleaned his feathers.;['said', 'how', 'buckbeak', 'was', 'a', 'good', 'hippogriff', 'always', 'cleaned', 'his', 'feathers'];['said', 'how', 'buckbeak', 'wa', 'a', 'good', 'hippogriff', 'always', 'cleaned', 'his', 'feather'];['said', 'buckbeak', 'good', 'hippogriff', 'always', 'cleaned', 'feather']
Hagrid;And then Lucius Malfoy got up.;['and', 'then', 'lucius', 'malfoy', 'got', 'up'];['and', 'then', 'lucius', 'malfoy', 'got', 'up'];['lucius', 'malfoy']
Hagrid;Well, you can imagine.;['well', 'you', 'can', 'imagine'];['well', 'you', 'can', 'imagine'];['well', 'imagine']
Hagrid;He said Buckbeak was a deadly and dangerous creature who would kill you as soon as look at you.;['he', 'said', 'buckbeak', 'was', 'a', 'deadly', 'and', 'dangerous', 'creature', 'who', 'would', 'kill', 'you', 'as', 'soon', 'as', 'look', 'at', 'you'];['he', 'said', 'buckbeak', 'wa', 'a', 'deadly', 'and', 'dangerous', 'creature', 'who', 'would', 'kill', 'you', 'a', 'soon', 'a', 'look', 'at', 'you'];['said', 'buckbeak', 'deadly', 'dangerous', 'creature', 'would', 'kill', 'soon', 'look']
Hermione;And then?;['and', 'then'];['and', 'then'];[]
Hagrid;And then he asked for the worst, did old Lucius.;['and', 'then', 'he', 'asked', 'for', 'the', 'worst', 'did', 'old', 'lucius'];['and', 'then', 'he', 'asked', 'for', 'the', 'worst', 'did', 'old', 'lucius'];['asked', 'worst', 'old', 'lucius']
Ron;They're not sacking you!;['they', 'not', 'sacking', 'you'];['they', 'not', 'sacking', 'you'];['sacking']
Hagrid;No, I'm not sacked.;['no', 'i', 'not', 'sacked'];['no', 'i', 'not', 'sacked'];['sacked']
Hagrid;Buckbeak's been sentenced to death!;['buckbeak', 'been', 'sentenced', 'to', 'death'];['buckbeak', 'been', 'sentenced', 'to', 'death'];['buckbeak', 'sentenced', 'death']
Ron;Spiders! There's... There's spiders.;['spiders', 'there', 'there', 'spiders'];['spider', 'there', 'there', 'spider'];['spider', 'spider']
Ron;Spiders. They want me to tap-dance.;['spiders', 'they', 'want', 'me', 'to'];['spider', 'they', 'want', 'me', 'to'];['spider', 'want']
Ron;I don't wanna tap-dance!;['i', 'do', 'wan', 'na'];['i', 'do', 'wan', 'na'];['wan', 'na']
Harry;Tell those spiders.;['tell', 'those', 'spiders'];['tell', 'those', 'spider'];['tell', 'spider']
Ron;Right, yeah. Tell them. I'll tell them...;['right', 'yeah', 'tell', 'them', 'i', 'tell', 'them'];['right', 'yeah', 'tell', 'them', 'i', 'tell', 'them'];['right', 'yeah', 'tell', 'tell']
Madam Rosmerta;Peter Pettigrew?;['peter', 'pettigrew'];['peter', 'pettigrew'];['peter', 'pettigrew']
Mcgonagall;Little lump of a boy.;['little', 'lump', 'of', 'a', 'boy'];['little', 'lump', 'of', 'a', 'boy'];['little', 'lump', 'boy']
Mcgonagall;Always trailing after Sirius Black.;['always', 'trailing', 'after', 'sirius', 'black'];['always', 'trailing', 'after', 'sirius', 'black'];['always', 'trailing', 'sirius', 'black']
Fudge;Black was vicious.;['black', 'was', 'vicious'];['black', 'wa', 'vicious'];['black', 'vicious']
Fudge;He didn 't kill Pettigrew, he destroyed him!;['he', 'didn', 'kill', 'pettigrew', 'he', 'destroyed', 'him'];['he', 'didn', 'kill', 'pettigrew', 'he', 'destroyed', 'him'];['kill', 'pettigrew', 'destroyed']
Voice;Put that light out!;['put', 'that', 'light', 'out'];['put', 'that', 'light', 'out'];['put', 'light']
Harry;Sorry.;['sorry'];['sorry'];['sorry']
Voice;Watch it there, boy.;['watch', 'it', 'there', 'boy'];['watch', 'it', 'there', 'boy'];['watch', 'boy']
Voice;We're trying to sleep here!;['we', 'trying', 'to', 'sleep', 'here'];['we', 'trying', 'to', 'sleep', 'here'];['trying', 'sleep']
Harry;Mischief managed. Nox.;['mischief', 'managed', 'nox'];['mischief', 'managed', 'nox'];['mischief', 'managed', 'nox']
Snape;Potter.;['potter'];['potter'];['potter']
Snape;What are you doing wandering the corridors at night?;['what', 'are', 'you', 'doing', 'wandering', 'the', 'corridors', 'at', 'night'];['what', 'are', 'you', 'doing', 'wandering', 'the', 'corridor', 'at', 'night'];['wandering', 'corridor', 'night']
Harry;I was sleepwalking.;['i', 'was', 'sleepwalking'];['i', 'wa', 'sleepwalking'];['sleepwalking']
Snape;How extraordinarily like your father you are, Potter.;['how', 'extraordinarily', 'like', 'your', 'father', 'you', 'are', 'potter'];['how', 'extraordinarily', 'like', 'your', 'father', 'you', 'are', 'potter'];['extraordinarily', 'like', 'father', 'potter']
Snape;He, too, was exceedingly arrogant, strutting about the castle.;['he', 'too', 'was', 'exceedingly', 'arrogant', 'strutting', 'about', 'the', 'castle'];['he', 'too', 'wa', 'exceedingly', 'arrogant', 'strutting', 'about', 'the', 'castle'];['exceedingly', 'arrogant', 'strutting', 'castle']
Harry;My dad didn't strut. And nor do I.;['my', 'dad', 'did', 'strut', 'and', 'nor', 'do', 'i'];['my', 'dad', 'did', 'strut', 'and', 'nor', 'do', 'i'];['dad', 'strut']
Harry;If you don't mind, I would appreciate it if you could lower your wand.;['if', 'you', 'do', 'mind', 'i', 'would', 'appreciate', 'it', 'if', 'you', 'could', 'lower', 'your', 'wand'];['if', 'you', 'do', 'mind', 'i', 'would', 'appreciate', 'it', 'if', 'you', 'could', 'lower', 'your', 'wand'];['mind', 'would', 'appreciate', 'could', 'lower', 'wand']
Snape;Turn out your pockets.;['turn', 'out', 'your', 'pockets'];['turn', 'out', 'your', 'pocket'];['turn', 'pocket']
Snape;Turn out your pockets!;['turn', 'out', 'your', 'pockets'];['turn', 'out', 'your', 'pocket'];['turn', 'pocket']
Snape;What's this?;['what', 'this'];['what', 'this'];[]
Harry;Spare bit of parchment.;['spare', 'bit', 'of', 'parchment'];['spare', 'bit', 'of', 'parchment'];['spare', 'bit', 'parchment']
Snape;Really? Open it.;['really', 'open', 'it'];['really', 'open', 'it'];['really', 'open']
Snape;Reveal your secrets.;['reveal', 'your', 'secrets'];['reveal', 'your', 'secret'];['reveal', 'secret']
Snape;Read it.;['read', 'it'];['read', 'it'];['read']
Harry;Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...;['moony', 'wormtail', 'padfoot', 'and', 'prongs', 'offer', 'their', 'compliments', 'to', 'professor', 'snape', 'and'];['moony', 'wormtail', 'padfoot', 'and', 'prong', 'offer', 'their', 'compliment', 'to', 'professor', 'snape', 'and'];['moony', 'wormtail', 'padfoot', 'prong', 'offer', 'compliment', 'professor', 'snape']
Snape;Go on.;['go', 'on'];['go', 'on'];[]
Harry;And request he keep his large nose out of other people's business.;['and', 'request', 'he', 'keep', 'his', 'large', 'nose', 'out', 'of', 'other', 'people', 'business'];['and', 'request', 'he', 'keep', 'his', 'large', 'nose', 'out', 'of', 'other', 'people', 'business'];['request', 'keep', 'large', 'nose', 'people', 'business']
Snape;You insolent little...;['you', 'insolent', 'little'];['you', 'insolent', 'little'];['insolent', 'little']
Lupin;Professor!;['professor'];['professor'];['professor']
Snape;Well, well. Lupin.;['well', 'well', 'lupin'];['well', 'well', 'lupin'];['well', 'well', 'lupin']
Snape;Out for a little walk in the moonlight, are we?;['out', 'for', 'a', 'little', 'walk', 'in', 'the', 'moonlight', 'are', 'we'];['out', 'for', 'a', 'little', 'walk', 'in', 'the', 'moonlight', 'are', 'we'];['little', 'walk', 'moonlight']
Lupin;Harry, are you all right?;['harry', 'are', 'you', 'all', 'right'];['harry', 'are', 'you', 'all', 'right'];['harry', 'right']
Snape;That remains to be seen.;['that', 'remains', 'to', 'be', 'seen'];['that', 'remains', 'to', 'be', 'seen'];['remains', 'seen']
Snape;I have now just confiscated a rather curious artifact.;['i', 'have', 'now', 'just', 'confiscated', 'a', 'rather', 'curious', 'artifact'];['i', 'have', 'now', 'just', 'confiscated', 'a', 'rather', 'curious', 'artifact'];['confiscated', 'rather', 'curious', 'artifact']
Snape;Take a look, Lupin.;['take', 'a', 'look', 'lupin'];['take', 'a', 'look', 'lupin'];['take', 'look', 'lupin']
Snape;Supposed to be your area of expertise.;['supposed', 'to', 'be', 'your', 'area', 'of', 'expertise'];['supposed', 'to', 'be', 'your', 'area', 'of', 'expertise'];['supposed', 'area', 'expertise']
Snape;Clearly, it's full of dark magic.;['clearly', 'it', 'full', 'of', 'dark', 'magic'];['clearly', 'it', 'full', 'of', 'dark', 'magic'];['clearly', 'full', 'dark', 'magic']
Lupin;I seriously doubt it, Severus.;['i', 'seriously', 'doubt', 'it', 'severus'];['i', 'seriously', 'doubt', 'it', 'severus'];['seriously', 'doubt', 'severus']
Lupin;It looks as though it's a parchment designed to insult anyone who tries to read it.;['it', 'looks', 'as', 'though', 'it', 'a', 'parchment', 'designed', 'to', 'insult', 'anyone', 'who', 'tries', 'to', 'read', 'it'];['it', 'look', 'a', 'though', 'it', 'a', 'parchment', 'designed', 'to', 'insult', 'anyone', 'who', 'try', 'to', 'read', 'it'];['look', 'though', 'parchment', 'designed', 'insult', 'anyone', 'try', 'read']
Lupin;I suspect it's a Zonko product.;['i', 'suspect', 'it', 'a', 'zonko', 'product'];['i', 'suspect', 'it', 'a', 'zonko', 'product'];['suspect', 'zonko', 'product']
Lupin;Nevertheless, I shall investigate any hidden qualities it may possess.;['nevertheless', 'i', 'shall', 'investigate', 'any', 'hidden', 'qualities', 'it', 'may', 'possess'];['nevertheless', 'i', 'shall', 'investigate', 'any', 'hidden', 'quality', 'it', 'may', 'posse'];['nevertheless', 'shall', 'investigate', 'hidden', 'quality', 'may', 'posse']
Lupin;It is, after all, as you say, my area of expertise.;['it', 'is', 'after', 'all', 'as', 'you', 'say', 'my', 'area', 'of', 'expertise'];['it', 'is', 'after', 'all', 'a', 'you', 'say', 'my', 'area', 'of', 'expertise'];['say', 'area', 'expertise']
