Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Lee Jordan;Angelina Johnson scores! ;['angelina', 'johnson', 'scores'];['angelina', 'johnson', 'score'];['angelina', 'johnson', 'score']
Lee Jordan;10 points for Gryffindor! ;['points', 'for', 'gryffindor'];['point', 'for', 'gryffindor'];['point', 'gryffindor']
Harry;Yes! Whoa!;['yes', 'whoa'];['yes', 'whoa'];['whoa']
Hagrid;Well done!;['well', 'done'];['well', 'done'];['well', 'done']
Lee Jordan;Slytherin takes possession of the Quaffle.;['slytherin', 'takes', 'possession', 'of', 'the', 'quaffle'];['slytherin', 'take', 'possession', 'of', 'the', 'quaffle'];['slytherin', 'take', 'possession', 'quaffle']
Lee Jordan;Bletchley passes to Captain Marcus Flint.;['bletchley', 'passes', 'to', 'captain', 'marcus', 'flint'];['bletchley', 'pass', 'to', 'captain', 'marcus', 'flint'];['bletchley', 'pass', 'captain', 'marcus', 'flint']
Harry;Yes!;['yes'];['yes'];[]
Lee Jordan; Another 10 points to Gryffindor! ;['another', 'points', 'to', 'gryffindor'];['another', 'point', 'to', 'gryffindor'];['another', 'point', 'gryffindor']
Gryffindors;Yay!;['yay'];['yay'];['yay']
Flint;Give me that! ;['give', 'me', 'that'];['give', 'me', 'that'];['give']
Crowd;Boooo!!;['boooo'];['boooo'];['boooo']
Flint;Take that side!;['take', 'that', 'side'];['take', 'that', 'side'];['take', 'side']
Harry;Whoa! Whooa!;['whoa', 'whooa'];['whoa', 'whooa'];['whoa', 'whooa']
Hagrid;What's going on with Harry's broomstick?;['what', 'going', 'on', 'with', 'harry', 'broomstick'];['what', 'going', 'on', 'with', 'harry', 'broomstick'];['going', 'harry', 'broomstick']
Hermione;It's Snape! ;['it', 'snape'];['it', 'snape'];['snape']
Hermione;He's jinxing the broom!;['he', 'jinxing', 'the', 'broom'];['he', 'jinxing', 'the', 'broom'];['jinxing', 'broom']
Ron;Jinxing the broom? ;['jinxing', 'the', 'broom'];['jinxing', 'the', 'broom'];['jinxing', 'broom']
Ron;What do we do?;['what', 'do', 'we', 'do'];['what', 'do', 'we', 'do'];[]
Hermione;Leave it to me. ;['leave', 'it', 'to', 'me'];['leave', 'it', 'to', 'me'];['leave']
Ron;Come on, Hermione!;['come', 'on', 'hermione'];['come', 'on', 'hermione'];['hermione']
Hermione;Lacarnum Inflamarae.;['lacarnum', 'inflamarae'];['lacarnum', 'inflamarae'];['lacarnum', 'inflamarae']
Man;Fire! You're on fire!;['fire', 'you', 'on', 'fire'];['fire', 'you', 'on', 'fire'];['fire', 'fire']
Snape;What? Oh!;['what', 'oh'];['what', 'oh'];['oh']
Ron;Go!;['go'];['go'];[]
Hagrid;Go go go!;['go', 'go', 'go'];['go', 'go', 'go'];[]
Hagrid;Looks like he's gonna be sick.;['looks', 'like', 'he', 'gon', 'na', 'be', 'sick'];['look', 'like', 'he', 'gon', 'na', 'be', 'sick'];['look', 'like', 'gon', 'na', 'sick']
Lee Jordan;He's got the Snitch! ;['he', 'got', 'the', 'snitch'];['he', 'got', 'the', 'snitch'];['snitch']
Lee Jordan;Harry Potter receives 150 points for catching the Snitch!;['harry', 'potter', 'receives', 'points', 'for', 'catching', 'the', 'snitch'];['harry', 'potter', 'receives', 'point', 'for', 'catching', 'the', 'snitch'];['harry', 'potter', 'receives', 'point', 'catching', 'snitch']
Madam Hooch;Gryffindor win!;['gryffindor', 'win'];['gryffindor', 'win'];['gryffindor', 'win']
All;YAY!;['yay'];['yay'];['yay']
Draco;No!;['no'];['no'];[]
Hagrid;Yes!;['yes'];['yes'];[]
Hermione;Whoo-hoo!;[];[];[]
Crowd;Go go Gryffindor! Go go Gryffindor! ;['go', 'go', 'gryffindor', 'go', 'go', 'gryffindor'];['go', 'go', 'gryffindor', 'go', 'go', 'gryffindor'];['gryffindor', 'gryffindor']
Hagrid;Nonsense. ;['nonsense'];['nonsense'];['nonsense']
Hagrid;Why would Snape put a curse on Harry's broom?;['why', 'would', 'snape', 'put', 'a', 'curse', 'on', 'harry', 'broom'];['why', 'would', 'snape', 'put', 'a', 'curse', 'on', 'harry', 'broom'];['would', 'snape', 'put', 'curse', 'harry', 'broom']
Harry;Who knows. ;['who', 'knows'];['who', 'know'];[]
Harry;Why was he trying to get past that 3 headed dog on Halloween?;['why', 'was', 'he', 'trying', 'to', 'get', 'past', 'that', 'headed', 'dog', 'on', 'halloween'];['why', 'wa', 'he', 'trying', 'to', 'get', 'past', 'that', 'headed', 'dog', 'on', 'halloween'];['trying', 'past', 'headed', 'dog', 'halloween']
Hagrid;Who told you 'bout Fluffy?;['who', 'told', 'you', 'fluffy'];['who', 'told', 'you', 'fluffy'];['told', 'fluffy']
Ron;Fluffy?;['fluffy'];['fluffy'];['fluffy']
Hermione;That thing has a name?;['that', 'thing', 'has', 'a', 'name'];['that', 'thing', 'ha', 'a', 'name'];['thing', 'name']
Hagrid; Well, of course he's got a name. ;['well', 'of', 'course', 'he', 'got', 'a', 'name'];['well', 'of', 'course', 'he', 'got', 'a', 'name'];['well', 'course', 'name']
Hagrid;He's mine. ;['he', 'mine'];['he', 'mine'];['mine']
Hagrid;I bought him off an Irish feller I met down at the pub last year. ;['i', 'bought', 'him', 'off', 'an', 'irish', 'feller', 'i', 'met', 'down', 'at', 'the', 'pub', 'last', 'year'];['i', 'bought', 'him', 'off', 'an', 'irish', 'feller', 'i', 'met', 'down', 'at', 'the', 'pub', 'last', 'year'];['bought', 'irish', 'feller', 'met', 'pub', 'last', 'year']
Hagrid;Then I lent him to Dumbledore to guard the;['then', 'i', 'lent', 'him', 'to', 'dumbledore', 'to', 'guard', 'the'];['then', 'i', 'lent', 'him', 'to', 'dumbledore', 'to', 'guard', 'the'];['lent', 'dumbledore', 'guard']
Harry;Yes?;['yes'];['yes'];[]
Hagrid;Shouldn'ta said that.  No more questions!;['said', 'that', 'no', 'more', 'questions'];['said', 'that', 'no', 'more', 'question'];['said', 'question']
Hagrid;Don't ask any more questions. ;['do', 'ask', 'any', 'more', 'questions'];['do', 'ask', 'any', 'more', 'question'];['ask', 'question']
Hagrid;That's top secret, that is.;['that', 'top', 'secret', 'that', 'is'];['that', 'top', 'secret', 'that', 'is'];['top', 'secret']
Harry;But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it!;['but', 'hagrid', 'whatever', 'fluffy', 'guarding', 'snape', 'trying', 'to', 'steal', 'it'];['but', 'hagrid', 'whatever', 'fluffy', 'guarding', 'snape', 'trying', 'to', 'steal', 'it'];['hagrid', 'whatever', 'fluffy', 'guarding', 'snape', 'trying', 'steal']
Hagrid;Codswallop. ;['codswallop'];['codswallop'];['codswallop']
Hagrid;Professor Snape is a Hogwarts teacher.;['professor', 'snape', 'is', 'a', 'hogwarts', 'teacher'];['professor', 'snape', 'is', 'a', 'hogwarts', 'teacher'];['professor', 'snape', 'hogwarts', 'teacher']
Hermione;Hogwarts teacher or not, I know a curse when I see one. ;['hogwarts', 'teacher', 'or', 'not', 'i', 'know', 'a', 'curse', 'when', 'i', 'see', 'one'];['hogwarts', 'teacher', 'or', 'not', 'i', 'know', 'a', 'curse', 'when', 'i', 'see', 'one'];['hogwarts', 'teacher', 'curse', 'one']
Hermione;I've read all about them. ;['i', 'read', 'all', 'about', 'them'];['i', 'read', 'all', 'about', 'them'];['read']
Hermione;You have to keep eye contact. ;['you', 'have', 'to', 'keep', 'eye', 'contact'];['you', 'have', 'to', 'keep', 'eye', 'contact'];['keep', 'eye', 'contact']
Hermione;And Snape wasn't blinking.;['and', 'snape', 'was', 'blinking'];['and', 'snape', 'wa', 'blinking'];['snape', 'blinking']
Harry;Exactly.;['exactly'];['exactly'];['exactly']
Hagrid;Now, you listen to me, all three of you. ;['now', 'you', 'listen', 'to', 'me', 'all', 'three', 'of', 'you'];['now', 'you', 'listen', 'to', 'me', 'all', 'three', 'of', 'you'];['listen', 'three']
Hagrid;You're meddlin' in things that ought not to be meddled in. ;['you', 'meddlin', 'in', 'things', 'that', 'ought', 'not', 'to', 'be', 'meddled', 'in'];['you', 'meddlin', 'in', 'thing', 'that', 'ought', 'not', 'to', 'be', 'meddled', 'in'];['meddlin', 'thing', 'ought', 'meddled']
Hagrid;It's dangerous.;['it', 'dangerous'];['it', 'dangerous'];['dangerous']
Hagrid;What that dog is guarding is strictly between Professor Dumbledore and Nicholas Flamel.;['what', 'that', 'dog', 'is', 'guarding', 'is', 'strictly', 'between', 'professor', 'dumbledore', 'and', 'nicholas', 'flamel'];['what', 'that', 'dog', 'is', 'guarding', 'is', 'strictly', 'between', 'professor', 'dumbledore', 'and', 'nicholas', 'flamel'];['dog', 'guarding', 'strictly', 'professor', 'dumbledore', 'nicholas', 'flamel']
Harry;Nicholas Flamel?;['nicholas', 'flamel'];['nicholas', 'flamel'];['nicholas', 'flamel']
Hagrid;I shouldn't have said that. ;['i', 'should', 'have', 'said', 'that'];['i', 'should', 'have', 'said', 'that'];['said']
Hagrid;I should not have said that. ;['i', 'should', 'not', 'have', 'said', 'that'];['i', 'should', 'not', 'have', 'said', 'that'];['said']
Hagrid;I should not have said that. ;['i', 'should', 'not', 'have', 'said', 'that'];['i', 'should', 'not', 'have', 'said', 'that'];['said']
Harry;Nicholas Flamel...Who's Nicholas Flamel?;['nicholas', 'flamel', 'who', 'nicholas', 'flamel'];['nicholas', 'flamel', 'who', 'nicholas', 'flamel'];['nicholas', 'flamel', 'nicholas', 'flamel']
Hermione;I don't know.;['i', 'do', 'know'];['i', 'do', 'know'];[]
Harry;Knight to E-5.;['knight', 'to'];['knight', 'to'];['knight']
Ron;Queen to E-5.;['queen', 'to'];['queen', 'to'];['queen']
Hermione;That's totally barbaric!;['that', 'totally', 'barbaric'];['that', 'totally', 'barbaric'];['totally', 'barbaric']
Ron;That's wizard's chess. ;['that', 'wizard', 'chess'];['that', 'wizard', 'chess'];['wizard', 'chess']
Ron;I see you've packed.;['i', 'see', 'you', 'packed'];['i', 'see', 'you', 'packed'];['packed']
Hermione;See you haven't.;['see', 'you', 'have'];['see', 'you', 'have'];[]
Ron;Change of plans. ;['change', 'of', 'plans'];['change', 'of', 'plan'];['change', 'plan']
Ron;My parents decided to go to Romania to visit my brother, Charlie. ;['my', 'parents', 'decided', 'to', 'go', 'to', 'romania', 'to', 'visit', 'my', 'brother', 'charlie'];['my', 'parent', 'decided', 'to', 'go', 'to', 'romania', 'to', 'visit', 'my', 'brother', 'charlie'];['parent', 'decided', 'romania', 'visit', 'brother', 'charlie']
Ron;He's studying dragons there!;['he', 'studying', 'dragons', 'there'];['he', 'studying', 'dragon', 'there'];['studying', 'dragon']
Hermione;Good. You can help Harry, then. ;['good', 'you', 'can', 'help', 'harry', 'then'];['good', 'you', 'can', 'help', 'harry', 'then'];['good', 'help', 'harry']
Hermione;He's going to go the library for information on Nicholas Flamel.;['he', 'going', 'to', 'go', 'the', 'library', 'for', 'information', 'on', 'nicholas', 'flamel'];['he', 'going', 'to', 'go', 'the', 'library', 'for', 'information', 'on', 'nicholas', 'flamel'];['going', 'library', 'information', 'nicholas', 'flamel']
Ron;We've looked a hundred times!;['we', 'looked', 'a', 'hundred', 'times'];['we', 'looked', 'a', 'hundred', 'time'];['looked', 'hundred', 'time']
Hermione;Not in the restricted section...;['not', 'in', 'the', 'restricted', 'section'];['not', 'in', 'the', 'restricted', 'section'];['restricted', 'section']
Hermione;Happy Christmas.;['happy', 'christmas'];['happy', 'christmas'];['happy', 'christmas']
Ron;I think we've had a bad influence on her.;['i', 'think', 'we', 'had', 'a', 'bad', 'influence', 'on', 'her'];['i', 'think', 'we', 'had', 'a', 'bad', 'influence', 'on', 'her'];['think', 'bad', 'influence']
Ron;Harry, wake up! ;['harry', 'wake', 'up'];['harry', 'wake', 'up'];['harry', 'wake']
Ron;Come on Harry, wake up!;['come', 'on', 'harry', 'wake', 'up'];['come', 'on', 'harry', 'wake', 'up'];['harry', 'wake']
Ron;Happy Christmas, Harry.;['happy', 'christmas', 'harry'];['happy', 'christmas', 'harry'];['happy', 'christmas', 'harry']
Harry;Happy Christmas, Ron. ;['happy', 'christmas', 'ron'];['happy', 'christmas', 'ron'];['happy', 'christmas', 'ron']
Harry;What are you wearing?;['what', 'are', 'you', 'wearing'];['what', 'are', 'you', 'wearing'];['wearing']
Ron;Oh, Mum made it. ;['oh', 'mum', 'made', 'it'];['oh', 'mum', 'made', 'it'];['oh', 'mum', 'made']
Ron;Looks like you've got one too!;['looks', 'like', 'you', 'got', 'one', 'too'];['look', 'like', 'you', 'got', 'one', 'too'];['look', 'like', 'one']
Harry;I've got presents?;['i', 'got', 'presents'];['i', 'got', 'present'];['present']
Ron;Yeah!;['yeah'];['yeah'];['yeah']
Harry;Oh! ;['oh'];['oh'];['oh']
Ron;There they are. ;['there', 'they', 'are'];['there', 'they', 'are'];[]
Harry;Your father left this in my possession before he died.;['your', 'father', 'left', 'this', 'in', 'my', 'possession', 'before', 'he', 'died'];['your', 'father', 'left', 'this', 'in', 'my', 'possession', 'before', 'he', 'died'];['father', 'left', 'possession', 'died']
Harry;It is time it was returned to you.;['it', 'is', 'time', 'it', 'was', 'returned', 'to', 'you'];['it', 'is', 'time', 'it', 'wa', 'returned', 'to', 'you'];['time', 'returned']
Harry;Use it well.;['use', 'it', 'well'];['use', 'it', 'well'];['use', 'well']
Ron;What is it?;['what', 'is', 'it'];['what', 'is', 'it'];[]
Harry;Some kind of...cloak.;['some', 'kind', 'of', 'cloak'];['some', 'kind', 'of', 'cloak'];['kind', 'cloak']
Ron;Well, let's see then. ;['well', 'let', 'see', 'then'];['well', 'let', 'see', 'then'];['well', 'let']
Ron;Put it on.;['put', 'it', 'on'];['put', 'it', 'on'];['put']
Ron;Whoa!;['whoa'];['whoa'];['whoa']
Harry;My body's gone!;['my', 'body', 'gone'];['my', 'body', 'gone'];['body', 'gone']
Ron;I know what that is! ;['i', 'know', 'what', 'that', 'is'];['i', 'know', 'what', 'that', 'is'];[]
Ron;That's an invisibility cloak!;['that', 'an', 'invisibility', 'cloak'];['that', 'an', 'invisibility', 'cloak'];['invisibility', 'cloak']
Harry;I'm invisible??;['i', 'invisible'];['i', 'invisible'];['invisible']
Ron;They're really rare. ;['they', 'really', 'rare'];['they', 'really', 'rare'];['really', 'rare']
Ron;I wonder who gave it to you.;['i', 'wonder', 'who', 'gave', 'it', 'to', 'you'];['i', 'wonder', 'who', 'gave', 'it', 'to', 'you'];['wonder', 'gave']
Harry;There was no name. ;['there', 'was', 'no', 'name'];['there', 'wa', 'no', 'name'];['name']
Harry;"It just said, ""Use it well.""";['it', 'just', 'said', 'use', 'it', 'well'];['it', 'just', 'said', 'use', 'it', 'well'];['said', 'use', 'well']
Harry;Famous fire eaters...;['famous', 'fire', 'eaters'];['famous', 'fire', 'eater'];['famous', 'fire', 'eater']
Harry;15th Century Fiends...Flamel...;['century', 'fiends', 'flamel'];['century', 'fiend', 'flamel'];['century', 'fiend', 'flamel']
Harry;Nicholas Flamel...where are you?;['nicholas', 'flamel', 'where', 'are', 'you'];['nicholas', 'flamel', 'where', 'are', 'you'];['nicholas', 'flamel']
Man;AHHHHHHHHHHHHHHHH!!!!!!!!;['ahhhhhhhhhhhhhhhh'];['ahhhhhhhhhhhhhhhh'];['ahhhhhhhhhhhhhhhh']
Filch;Who's there?! ;['who', 'there'];['who', 'there'];[]
Filch;I know you're in there. ;['i', 'know', 'you', 'in', 'there'];['i', 'know', 'you', 'in', 'there'];[]
Filch;You can't hide. ;['you', 'ca', 'hide'];['you', 'ca', 'hide'];['ca', 'hide']
Filch;Who is it? ;['who', 'is', 'it'];['who', 'is', 'it'];[]
Filch;Show yourself!;['show', 'yourself'];['show', 'yourself'];['show']
Quirrell;Severus...I-I thought...;['severus', 'thought'];['severus', 'thought'];['severus', 'thought']
Snape;You don't want me as your enemy, Quirrell.;['you', 'do', 'want', 'me', 'as', 'your', 'enemy', 'quirrell'];['you', 'do', 'want', 'me', 'a', 'your', 'enemy', 'quirrell'];['want', 'enemy', 'quirrell']
Quirrell; W-what do you m-mean?;['do', 'you'];['do', 'you'];[]
Snape;You know perfectly well what I mean. ;['you', 'know', 'perfectly', 'well', 'what', 'i', 'mean'];['you', 'know', 'perfectly', 'well', 'what', 'i', 'mean'];['perfectly', 'well', 'mean']
Snape;We'll have another chat soon...;['we', 'have', 'another', 'chat', 'soon'];['we', 'have', 'another', 'chat', 'soon'];['another', 'chat', 'soon']
Snape;When you've had time to decide where your loyalties lie.;['when', 'you', 'had', 'time', 'to', 'decide', 'where', 'your', 'loyalties', 'lie'];['when', 'you', 'had', 'time', 'to', 'decide', 'where', 'your', 'loyalty', 'lie'];['time', 'decide', 'loyalty', 'lie']
Filch;Oh, Professors. I found this, in the Restricted Section. ;['oh', 'professors', 'i', 'found', 'this', 'in', 'the', 'restricted', 'section'];['oh', 'professor', 'i', 'found', 'this', 'in', 'the', 'restricted', 'section'];['oh', 'professor', 'found', 'restricted', 'section']
Filch;It's still hot. ;['it', 'still', 'hot'];['it', 'still', 'hot'];['still', 'hot']
Filch;That means there's a student out of bed.;['that', 'means', 'there', 'a', 'student', 'out', 'of', 'bed'];['that', 'mean', 'there', 'a', 'student', 'out', 'of', 'bed'];['mean', 'student', 'bed']
Harry;Mum? Dad? ;['mum', 'dad'];['mum', 'dad'];['mum', 'dad']
Harry;Ron! You've really got to see this! ;['ron', 'you', 'really', 'got', 'to', 'see', 'this'];['ron', 'you', 'really', 'got', 'to', 'see', 'this'];['ron', 'really']
Harry;Ron! You've got to see this! ;['ron', 'you', 'got', 'to', 'see', 'this'];['ron', 'you', 'got', 'to', 'see', 'this'];['ron']
Harry;Ron, Ron, come on. Get out of bed!;['ron', 'ron', 'come', 'on', 'get', 'out', 'of', 'bed'];['ron', 'ron', 'come', 'on', 'get', 'out', 'of', 'bed'];['ron', 'ron', 'bed']
Ron;Why?;['why'];['why'];[]
Harry;There's something you've got to see. ;['there', 'something', 'you', 'got', 'to', 'see'];['there', 'something', 'you', 'got', 'to', 'see'];['something']
Harry;Now, come on!;['now', 'come', 'on'];['now', 'come', 'on'];[]
Harry;Come on. Come. Come look, it's my parents!;['come', 'on', 'come', 'come', 'look', 'it', 'my', 'parents'];['come', 'on', 'come', 'come', 'look', 'it', 'my', 'parent'];['look', 'parent']
Ron;I only see us.;['i', 'only', 'see', 'us'];['i', 'only', 'see', 'u'];['u']
Harry;Look in properly. Go on. ;['look', 'in', 'properly', 'go', 'on'];['look', 'in', 'properly', 'go', 'on'];['look', 'properly']
Harry;Stand there. There. ;['stand', 'there', 'there'];['stand', 'there', 'there'];['stand']
Harry;You see them, don't you? ;['you', 'see', 'them', 'do', 'you'];['you', 'see', 'them', 'do', 'you'];[]
Harry;Thats my dad;['thats', 'my', 'dad'];['thats', 'my', 'dad'];['thats', 'dad']
Ron;That's me! Only, I'm head boy...and ;['that', 'me', 'only', 'i', 'head', 'boy', 'and'];['that', 'me', 'only', 'i', 'head', 'boy', 'and'];['head', 'boy']
Ron;I'm holding the Quidditch cup! ;['i', 'holding', 'the', 'quidditch', 'cup'];['i', 'holding', 'the', 'quidditch', 'cup'];['holding', 'quidditch', 'cup']
Ron;And bloody hell, I'm Quidditch Captain too! ;['and', 'bloody', 'hell', 'i', 'quidditch', 'captain', 'too'];['and', 'bloody', 'hell', 'i', 'quidditch', 'captain', 'too'];['bloody', 'hell', 'quidditch', 'captain']
Ron;I look good. ;['i', 'look', 'good'];['i', 'look', 'good'];['look', 'good']
Ron;Harry, do you think this mirror shows the future?;['harry', 'do', 'you', 'think', 'this', 'mirror', 'shows', 'the', 'future'];['harry', 'do', 'you', 'think', 'this', 'mirror', 'show', 'the', 'future'];['harry', 'think', 'mirror', 'show', 'future']
